image_path,steering_angle,method
images/video01_img_00000.jpg,-0.15542452830188674,two_lines
images/video01_img_00001.jpg,-0.06132075471698113,two_lines
images/video01_img_00002.jpg,-0.008254716981132075,two_lines
images/video01_img_00003.jpg,0.07547169811320754,left_line_only
images/video01_img_00004.jpg,0.18484669811320756,two_lines
images/video01_img_00005.jpg,0.16863207547169812,two_lines
images/video01_img_00006.jpg,0.16627358490566038,two_lines
images/video01_img_00007.jpg,0.16981132075471697,two_lines
images/video01_img_00008.jpg,0.17022405660377188,two_lines
images/video01_img_00009.jpg,0.15395047169811316,two_lines
images/video01_img_00010.jpg,0.15919811320754718,two_lines
images/video01_img_00011.jpg,0.1509433962264151,two_lines
images/video01_img_00012.jpg,0.12700471698113214,two_lines
images/video01_img_00013.jpg,0.08608490566037735,two_lines
images/video01_img_00014.jpg,0.0625,two_lines
images/video01_img_00015.jpg,0.06132075471698113,two_lines
images/video01_img_00016.jpg,0.06721698113207547,two_lines
images/video01_img_00017.jpg,0.07547169811320754,two_lines
images/video01_img_00018.jpg,0.07900943396226415,two_lines
images/video01_img_00019.jpg,0.08844339622641509,two_lines
images/video01_img_00020.jpg,0.08490566037735849,two_lines
images/video01_img_00021.jpg,0.08608490566037735,two_lines
images/video01_img_00022.jpg,0.09209905660377361,two_lines
images/video01_img_00023.jpg,0.11910377358490566,two_lines
images/video01_img_00024.jpg,0.16745283018867924,two_lines
images/video01_img_00025.jpg,0.11438679245283019,two_lines
images/video01_img_00026.jpg,0.10023584905660378,two_lines
images/video01_img_00027.jpg,0.09905660377358491,two_lines
images/video01_img_00028.jpg,0.1721698113207547,two_lines
images/video01_img_00029.jpg,0.12582547169811326,two_lines
images/video01_img_00030.jpg,0.125,two_lines
images/video01_img_00031.jpg,0.25943396226415094,two_lines
images/video01_img_00032.jpg,0.2641509433962264,two_lines
images/video01_img_00033.jpg,0.2617924528301887,two_lines
images/video01_img_00034.jpg,0.2205188679245283,two_lines
images/video01_img_00035.jpg,0.20872641509433962,two_lines
images/video01_img_00036.jpg,0.060141509433962265,two_lines
images/video01_img_00037.jpg,0.008254716981132075,two_lines
images/video01_img_00038.jpg,-0.06485849056603774,two_lines
images/video01_img_00039.jpg,0.16981132075471697,two_lines
images/video01_img_00040.jpg,0.12523584905660035,two_lines
images/video01_img_00041.jpg,0.1214622641509434,two_lines
images/video01_img_00042.jpg,0.08254716981132075,two_lines
images/video01_img_00043.jpg,0.07311320754716981,two_lines
images/video01_img_00044.jpg,0.05188679245283019,two_lines
images/video01_img_00045.jpg,0.045990566037735846,two_lines
images/video01_img_00046.jpg,0.02830188679245283,two_lines
images/video01_img_00047.jpg,0.02240566037735849,two_lines
images/video01_img_00048.jpg,0.01061320754716981,two_lines
images/video01_img_00049.jpg,0.0047169811320754715,two_lines
images/video01_img_00050.jpg,0.02358490566037736,two_lines
images/video01_img_00051.jpg,0.02240566037735849,two_lines
images/video01_img_00052.jpg,0.025943396226415096,two_lines
images/video01_img_00053.jpg,0.045990566037735846,two_lines
images/video01_img_00054.jpg,0.04168632075471701,two_lines
images/video01_img_00055.jpg,0.03537735849056604,two_lines
images/video01_img_00056.jpg,0.02240566037735849,two_lines
images/video01_img_00057.jpg,0.01179245283018868,two_lines
images/video01_img_00058.jpg,0.012971698113207548,two_lines
images/video01_img_00059.jpg,0.027712264150943397,two_lines
images/video01_img_00060.jpg,0.04009433962264151,two_lines
images/video01_img_00061.jpg,0.04245283018867924,two_lines
images/video01_img_00062.jpg,0.030660377358490566,two_lines
images/video01_img_00063.jpg,0.036556603773584904,two_lines
images/video01_img_00064.jpg,0.025943396226415096,two_lines
images/video01_img_00065.jpg,0.024764150943396228,two_lines
images/video01_img_00066.jpg,0.03537735849056604,two_lines
images/video01_img_00067.jpg,0.03891509433962264,two_lines
images/video01_img_00068.jpg,0.07783018867924528,two_lines
images/video01_img_00069.jpg,0.09905660377358491,two_lines
images/video01_img_00070.jpg,0.10023584905660378,two_lines
images/video01_img_00071.jpg,0.10259433962264151,two_lines
images/video01_img_00072.jpg,0.09433962264150944,two_lines
images/video01_img_00073.jpg,0.10141509433962265,two_lines
images/video01_img_00074.jpg,0.12617924528301888,two_lines
images/video01_img_00075.jpg,0.17099056603773585,two_lines
images/video01_img_00076.jpg,0.1179245283018868,two_lines
images/video01_img_00077.jpg,0.16391509433962265,two_lines
images/video01_img_00078.jpg,0.17570754716981132,two_lines
images/video01_img_00079.jpg,0.20400943396226415,two_lines
images/video01_img_00080.jpg,0.20518867924528303,two_lines
images/video01_img_00081.jpg,0.19811320754716982,two_lines
images/video01_img_00082.jpg,0.2134433962264151,two_lines
images/video01_img_00083.jpg,0.22287735849056603,two_lines
images/video01_img_00084.jpg,0.23113207547169812,two_lines
images/video01_img_00085.jpg,0.2205188679245283,two_lines
images/video01_img_00086.jpg,0.19339622641509435,two_lines
images/video01_img_00087.jpg,0.15330188679245282,two_lines
images/video01_img_00088.jpg,0.12382075471698113,two_lines
images/video01_img_00089.jpg,0.1733490566037736,two_lines
images/video01_img_00090.jpg,0.14976415094339623,two_lines
images/video01_img_00091.jpg,0.041273584905660375,two_lines
images/video01_img_00092.jpg,-0.06367924528301887,two_lines
images/video01_img_00093.jpg,-0.09787735849056604,two_lines
images/video01_img_00094.jpg,-0.06132075471698113,two_lines
images/video01_img_00095.jpg,-0.09551886792452831,two_lines
images/video01_img_00096.jpg,-0.09787735849056604,two_lines
images/video01_img_00097.jpg,-0.10495283018867925,two_lines
images/video01_img_00098.jpg,-0.1214622641509434,two_lines
images/video01_img_00099.jpg,-0.1303066037735849,two_lines
images/video01_img_00100.jpg,-0.07783018867924528,two_lines
images/video01_img_00101.jpg,-0.03891509433962264,two_lines
images/video01_img_00102.jpg,-0.054245283018867926,two_lines
images/video01_img_00103.jpg,-0.07075471698113207,two_lines
images/video01_img_00104.jpg,-0.08726415094339622,two_lines
images/video01_img_00105.jpg,-0.07582547169811316,two_lines
images/video01_img_00106.jpg,-0.05778301886792453,two_lines
images/video01_img_00107.jpg,-0.018867924528301886,two_lines
images/video01_img_00108.jpg,-0.1650943396226415,left_line_only
images/video01_img_00109.jpg,0.0695754716981132,two_lines
images/video01_img_00110.jpg,0.11084905660377359,two_lines
images/video01_img_00111.jpg,0.10849056603773585,two_lines
images/video01_img_00112.jpg,0.08844339622641509,two_lines
images/video01_img_00113.jpg,-0.01650943396226415,two_lines
images/video01_img_00114.jpg,-0.00589622641509434,two_lines
images/video01_img_00115.jpg,0.010908018867924528,two_lines
images/video01_img_00116.jpg,0.024764150943396228,two_lines
images/video01_img_00117.jpg,0.031839622641509434,two_lines
images/video01_img_00118.jpg,0.031839622641509434,two_lines
images/video01_img_00119.jpg,0.05188679245283019,two_lines
images/video01_img_00120.jpg,0.08962264150943396,two_lines
images/video01_img_00121.jpg,0.09198113207547169,two_lines
images/video01_img_00122.jpg,0.10849056603773585,two_lines
images/video01_img_00123.jpg,0.15135613207547172,two_lines
images/video01_img_00124.jpg,0.2099056603773585,two_lines
images/video01_img_00125.jpg,0.17570754716981132,two_lines
images/video01_img_00126.jpg,0.1804245283018868,two_lines
images/video01_img_00127.jpg,0.14858490566037735,two_lines
images/video01_img_00128.jpg,0.13679245283018868,two_lines
images/video01_img_00129.jpg,0.1403301886792453,two_lines
images/video01_img_00130.jpg,0.14622641509433962,two_lines
images/video01_img_00131.jpg,0.14976415094339623,two_lines
images/video01_img_00132.jpg,0.17099056603773585,two_lines
images/video01_img_00133.jpg,0.1650943396226415,two_lines
images/video01_img_00134.jpg,0.1650943396226415,two_lines
images/video01_img_00135.jpg,0.10141509433962265,two_lines
images/video01_img_00136.jpg,0.125,two_lines
images/video01_img_00137.jpg,0.13679245283018868,two_lines
